job_id,job_name,created_at,started_at,finished_at,status,imported,harness,model,environment,harbor_runtime,dataset,dataset_version,n_trials,n_completed,n_resolved,resolution_rate,n_errored,n_cancelled,total_cost_usd,n_input_tokens,n_output_tokens,total_duration_seconds
3e92c3521c70,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T21:31:33+00:00,2026-07-29T21:31:33+00:00,2026-07-29T21:54:49+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,10,10,5,0.5,0,0,1.653,8844740,98498,1390.9
3df4f6db58c8,swebench-verified · mini-swe-agent · glm,2026-07-29T20:54:27+00:00,2026-07-29T20:54:27+00:00,2026-07-29T21:14:51+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,4,0.4,0,0,0.8886,4261394,75553,1218.9
c7cc16cd26f6,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T20:47:11+00:00,2026-07-29T20:47:11+00:00,2026-07-29T21:08:20+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,108,76,39,0.3611,0,32,8.0306,38296986,691476,40355.6
fa4d2dcd8a19,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T19:18:02+00:00,2026-07-29T19:18:02+00:00,2026-07-29T19:39:01+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,67,40,0.3125,0,61,7.6931,36011839,687348,80002.5
2e517fb2ba77,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T18:50:56+00:00,2026-07-29T18:50:56+00:00,2026-07-29T19:17:07+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,88,53,0.4141,0,40,10.3864,49737885,884723,118708.4
72dd540667fe,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T18:17:00+00:00,2026-07-29T18:17:00+00:00,2026-07-29T18:37:40+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,65,39,0.3047,0,63,7.9641,37688542,690370,96590.4
0a891c5fa0d1,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T17:54:58+00:00,2026-07-29T17:54:58+00:00,2026-07-29T18:15:52+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,127,63,36,0.2835,0,64,8.1902,38945434,704170,79688.7
18edb1b2e11d,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T17:20:19+00:00,2026-07-29T17:20:19+00:00,2026-07-29T17:42:32+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,63,39,0.3047,0,65,8.1957,38288539,737729,104202
ad32df7854bb,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T15:58:04+00:00,2026-07-29T15:58:04+00:00,2026-07-29T16:31:39+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,128,72,0.5625,0,0,12.4327,60821443,1005443,118030.3
5ab08affc319,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T15:34:34+00:00,2026-07-29T15:34:34+00:00,2026-07-29T15:56:45+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,76,36,0.2812,0,52,8.3948,38905338,772208,83762.2
b2bc031b1054,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T15:02:42+00:00,2026-07-29T15:02:42+00:00,2026-07-29T15:21:39+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,10,10,3,0.3,0,0,0.892,4243763,77627,1132.6
9df51b218193,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T14:38:18+00:00,2026-07-29T14:38:18+00:00,2026-07-29T15:01:06+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,88,72,36,0.4091,0,16,7.7357,37270149,651655,21776.9
6263175324df,swebench-verified · mini-swe-agent · glm,2026-07-29T14:29:53+00:00,2026-07-29T14:29:53+00:00,2026-07-29T14:52:29+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,2,0.2,0,0,1.0187,4941031,84386,1350.6
033259b5ebd9,swebench-verified · mini-swe-agent · glm,2026-07-29T14:00:31+00:00,2026-07-29T14:00:31+00:00,2026-07-29T14:21:48+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,4,0.4,0,0,1.0784,5429724,78047,1271.9
d411af6806c9,swebench-verified · mini-swe-agent · glm,2026-07-29T13:32:32+00:00,2026-07-29T13:32:32+00:00,2026-07-29T13:57:28+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,7,0.7,0,0,1.2168,5786306,107411,1491
bd3785ec9fe9,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T05:42:45+00:00,2026-07-29T05:42:45+00:00,2026-07-29T06:04:18+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,58,36,0.2812,0,70,8.4013,39656006,735158,101887.6
fa3540fcc1c9,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T05:19:35+00:00,2026-07-29T05:19:35+00:00,2026-07-29T05:41:13+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,106,74,40,0.3774,0,32,8.3773,40395858,702157,41283.2
e611e638d5df,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T04:56:39+00:00,2026-07-29T04:56:39+00:00,2026-07-29T05:17:42+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,69,40,0.3125,0,59,8.5168,39837903,766750,79988.6
b256075a04e0,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T04:24:57+00:00,2026-07-29T04:24:57+00:00,2026-07-29T04:46:13+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,52,33,0.2578,0,76,7.2189,33702275,648060,101297.5
6c955d5fd01a,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T04:02:05+00:00,2026-07-29T04:02:05+00:00,2026-07-29T04:23:20+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,72,33,0.2578,0,56,7.3689,33815663,688030,80771.4
95b0beedf38d,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T03:37:50+00:00,2026-07-29T03:37:50+00:00,2026-07-29T04:00:59+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,112,80,40,0.3571,0,32,8.2968,39253528,728440,44197.6
6cb7ef091614,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T20:10:48+00:00,2026-07-28T20:10:48+00:00,2026-07-28T20:33:10+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,66,44,0.3438,0,62,8.5872,40661638,745865,104538.9
0725fed23375,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T19:31:36+00:00,2026-07-28T19:31:36+00:00,2026-07-28T19:54:29+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,114,82,38,0.3333,0,32,8.7687,41187838,785870,43713.5
b9eca2cb07f6,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T19:09:55+00:00,2026-07-28T19:09:55+00:00,2026-07-28T19:30:16+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,10,10,6,0.6,0,0,1.0727,5304526,84361,1215.7
bcf2c4184dac,swebench-verified · mini-swe-agent · tim-qwen3.6-27b,2026-07-28T18:29:07+00:00,2026-07-28T18:29:07+00:00,2026-07-28T18:30:18+00:00,cancelled,False,mini-swe-agent,openai/subconscious/tim-qwen3.6-27b,e2b,python,swebench-verified,1.0,100,0,0,0,27,73,,,,4818
09f550bf3195,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T17:23:29+00:00,2026-07-28T17:23:29+00:00,2026-07-28T17:29:42+00:00,cancelled,False,mini-swe-agent,glm-gcp1,daytona,python,swebench-verified,1.0,79,0,0,0,0,79,1.5126,6489610,147553,28197.3
f8d01526c025,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T14:47:05+00:00,2026-07-28T14:47:05+00:00,2026-07-28T15:06:19+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,10,10,5,0.5,0,0,1.0316,5018751,84670,1149.5
5f2b926e355d,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T14:21:34+00:00,2026-07-28T14:21:35+00:00,2026-07-28T14:44:10+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,10,10,6,0.6,0,0,1.2496,6401311,87867,1350.8
dcc6f6a4faf4,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T13:47:05+00:00,2026-07-28T13:47:05+00:00,2026-07-28T14:13:25+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,10,10,5,0.5,0,0,1.531,7797092,111000,1575.5
a432eb21e4ec,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T07:03:00+00:00,2026-07-28T07:03:00+00:00,2026-07-28T07:21:44+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,10,10,5,0.5,0,0,0.8588,4129649,72506,1115.4
0d6ff97277bd,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T06:02:29+00:00,2026-07-28T06:02:29+00:00,2026-07-28T06:11:09+00:00,failed,False,mini-swe-agent,glm-gcp1,daytona,python,swebench-verified,1.0,109,13,1,0.0092,0,96,2.8622,11383222,335127,49086.8
dae88f26ff8d,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T05:45:24+00:00,2026-07-28T05:45:24+00:00,2026-07-28T05:46:41+00:00,cancelled,False,mini-swe-agent,glm-gcp1,daytona,python,swebench-verified,1.0,95,0,0,0,0,95,,,,5557.7
1d6cd0cdffa9,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T05:44:54+00:00,2026-07-28T05:44:54+00:00,2026-07-28T05:45:18+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,165,0,0,0,90,75,,,,1255.4
0c406a727f39,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T04:04:43+00:00,2026-07-28T04:04:43+00:00,2026-07-28T04:31:48+00:00,cancelled,False,mini-swe-agent,glm-gcp1,daytona,python,swebench-verified,1.0,195,86,44,0.2256,30,79,10.7015,53014721,820299,128570.8
a08b31a185de,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T04:04:03+00:00,2026-07-28T04:04:03+00:00,2026-07-28T04:04:33+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,122,0,0,0,43,79,0.0072,18367,1473,1816
902f0d217178,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T04:00:58+00:00,2026-07-28T04:00:58+00:00,2026-07-28T04:01:12+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,87,0,0,0,14,73,,,,622
86fbd11bb67c,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T04:00:01+00:00,2026-07-28T04:00:01+00:00,2026-07-28T04:00:41+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,143,0,0,0,70,73,0.0404,82849,6529,2642.3
a543f41836a9,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T02:30:06+00:00,2026-07-28T02:30:06+00:00,2026-07-28T02:50:34+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,107,53,21,0.1963,0,54,3.2211,14212238,315727,71634.6
ff49a75cd2ac,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-27T23:48:00+00:00,2026-07-27T23:48:00+00:00,2026-07-27T23:56:58+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,80,0,0,0,0,80,0.2895,1042044,31417,42510.2
f629f2ce20e5,swebench-verified · mini-swe-agent · glm,2026-07-27T15:13:17+00:00,2026-07-27T15:13:17+00:00,2026-07-27T15:38:50+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,7,0.7,0,0,1.0169,4904845,86229,1527.8
477d61b4e9f0,swebench-verified · mini-swe-agent · glm,2026-07-27T14:47:34+00:00,2026-07-27T14:47:35+00:00,2026-07-27T15:10:52+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,4,0.4,0,0,1.1328,5400281,99507,1392.5
7c1297c489fb,swebench-verified · mini-swe-agent · glm,2026-07-27T13:45:36+00:00,2026-07-27T13:45:36+00:00,2026-07-27T14:13:28+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,4,0.4,0,0,1.3355,6574971,106549,1666.6
34bdabaf9d26,swebench-verified · mini-swe-agent · glm,2026-07-27T05:36:47+00:00,2026-07-27T05:36:48+00:00,2026-07-27T05:56:04+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,4,0.4,0,0,0.7139,3238552,68914,1151.8
b2b268c5635b,swebench-verified · mini-swe-agent · glm,2026-07-27T05:11:07+00:00,2026-07-27T05:11:07+00:00,2026-07-27T05:34:09+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,5,0.5,0,0,1.1463,5842249,81320,1374.3
df0715b81842,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-27T05:09:03+00:00,2026-07-27T05:09:03+00:00,2026-07-27T05:31:47+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,71,37,0.2891,0,57,8.7327,41446018,756732,86349.3
77a14de27226,swebench-verified · mini-swe-agent · glm,2026-07-27T04:45:45+00:00,2026-07-27T04:45:45+00:00,2026-07-27T05:07:42+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,3,0.3,0,0,0.8773,4077394,80112,1311.9
a8af35c00ecf,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-27T04:43:12+00:00,2026-07-27T04:43:12+00:00,2026-07-27T05:07:33+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,69,61,32,0.4638,0,8,6.1925,29889333,517528,11634
28659ceaf85f,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-27T04:07:23+00:00,2026-07-27T04:07:23+00:00,2026-07-27T04:40:08+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,117,62,0.4844,0,11,12.3728,59479105,1051150,60422.8
ca7e3f2321a0,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-27T03:43:25+00:00,2026-07-27T03:43:25+00:00,2026-07-27T04:06:02+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,86,70,42,0.4884,0,16,7.8029,38894220,592569,21574
827c3a4952cf,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-27T03:12:44+00:00,2026-07-27T03:12:44+00:00,2026-07-27T03:38:06+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,10,10,7,0.7,0,0,1.5564,8198974,98577,1516.2
fd845f8612d1,swebench-verified · codex · glm,2026-07-27T02:56:35+00:00,2026-07-27T02:56:35+00:00,2026-07-27T04:39:02+00:00,complete,False,codex,glm,e2b,python,swebench-verified,1.0,10,7,6,0.6,3,0,,17943359,411872,6141.1
94d64da13b03,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-27T02:37:52+00:00,2026-07-27T02:37:52+00:00,2026-07-27T03:00:27+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,112,80,42,0.375,0,32,8.2667,39213623,722335,43117.8
6d2bcabfb680,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-27T02:13:17+00:00,2026-07-27T02:13:17+00:00,2026-07-27T02:35:59+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,86,70,40,0.4651,0,16,7.4083,35404405,636859,21669.2
8f04ade2e85c,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-27T01:46:50+00:00,2026-07-27T01:46:50+00:00,2026-07-27T02:08:06+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,67,59,32,0.4776,0,8,5.4453,26005039,470614,10141.4
5ff23e821393,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-27T01:24:39+00:00,2026-07-27T01:24:39+00:00,2026-07-27T01:45:23+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,10,10,4,0.4,0,0,1.1877,5947140,89738,1238.8
b4bc3ac75d66,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-27T01:11:34+00:00,2026-07-27T01:11:34+00:00,2026-07-27T01:12:03+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,1,0,0,0,0,1,0.0007,1124,133,24.9
5a3dc45b9346,swebench-verified · codex · glm,2026-07-27T00:52:48+00:00,2026-07-27T00:52:48+00:00,2026-07-27T02:49:42+00:00,complete,False,codex,glm,e2b,python,swebench-verified,1.0,10,10,8,0.8,0,0,,33353366,565766,7008.3
6896569f7715,swebench-verified · claude-code · glm,2026-07-27T00:51:52+00:00,2026-07-27T00:51:52+00:00,2026-07-27T00:52:40+00:00,cancelled,False,claude-code,glm,e2b,python,swebench-verified,1.0,1,0,0,0,1,0,0,0,0,43.2
1f0d418d1bed,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T23:41:31+00:00,2026-07-26T23:41:31+00:00,2026-07-27T00:02:10+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,150,54,15,0.1,0,96,2.8661,10369712,339592,118095.7
91985bd60eef,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T23:18:14+00:00,2026-07-26T23:18:14+00:00,2026-07-26T23:38:36+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,145,65,29,0.2,0,80,6.6141,29141016,651199,97120.3
b04149ee2ddd,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T22:47:14+00:00,2026-07-26T22:47:14+00:00,2026-07-26T23:07:37+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,145,49,16,0.1103,0,96,2.6988,9746845,294815,116644
bd1d2962974a,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T22:24:28+00:00,2026-07-26T22:24:28+00:00,2026-07-26T22:44:50+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,162,82,42,0.2593,0,80,7.093,30697161,692529,97025.3
6c033398a562,swebench-verified · mini-swe-agent · glm,2026-07-26T20:38:44+00:00,2026-07-26T20:38:44+00:00,2026-07-26T21:04:17+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,3,0.3,0,0,1.3164,6652615,97492,1528.3
59c15353eb81,swebench-verified · mini-swe-agent · glm,2026-07-26T20:14:33+00:00,2026-07-26T20:14:33+00:00,2026-07-26T20:37:37+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,5,0.5,0,0,1.0014,4689601,91366,1379.2
77f767efa10f,swebench-verified · mini-swe-agent · glm,2026-07-26T19:53:13+00:00,2026-07-26T19:53:13+00:00,2026-07-26T20:13:52+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,4,0.4,0,0,1.0756,5169614,91036,1233.7
a14b94163e4b,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T18:43:10+00:00,2026-07-26T18:43:10+00:00,2026-07-26T18:59:21+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,32,6,0.0469,0,96,1.229,4121075,181231,92477.1
d2f7ad90bc14,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T18:13:08+00:00,2026-07-26T18:13:09+00:00,2026-07-26T18:33:30+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,150,54,19,0.1267,0,96,4.7031,16705698,454942,116341.8
005edf6fd99e,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T17:32:20+00:00,2026-07-26T17:32:21+00:00,2026-07-26T17:55:31+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,162,82,33,0.2037,0,80,8.003,35487911,775379,110419.5
392a63784e18,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T17:00:16+00:00,2026-07-26T17:00:16+00:00,2026-07-26T17:22:45+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,163,83,44,0.2699,0,80,9.9647,43426600,908182,107207
42bbb96b0fbe,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T04:00:17+00:00,2026-07-26T04:00:17+00:00,2026-07-26T04:18:36+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,109,29,16,0.1468,0,80,3.9113,16358138,351688,87303
0321bc28f8af,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T03:33:09+00:00,2026-07-26T03:33:09+00:00,2026-07-26T03:54:34+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,152,72,36,0.2368,0,80,8.3127,35159569,741664,102069.1
60b9975dd467,swebench-verified · mini-swe-agent · glm,2026-07-26T03:17:45+00:00,2026-07-26T03:17:45+00:00,2026-07-26T03:43:26+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,5,0.5,0,0,1.2768,6289934,102446,1533.8
ee0ff7171c48,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T02:57:06+00:00,2026-07-26T02:57:06+00:00,2026-07-26T03:18:19+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,114,34,24,0.2105,0,80,6.4155,30032730,570450,101230.2
825468bd4617,swebench-verified · mini-swe-agent · glm,2026-07-26T02:49:39+00:00,2026-07-26T02:49:39+00:00,2026-07-26T03:15:30+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,3,0.3,0,0,1.147,5623513,92765,1545.1
78071e01d39a,swebench-verified · mini-swe-agent · glm,2026-07-26T02:19:53+00:00,2026-07-26T02:19:53+00:00,2026-07-26T02:48:36+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,5,0.5,0,0,1.4665,7487314,104313,1718.2
560eabb7e741,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T02:12:18+00:00,2026-07-26T02:12:19+00:00,2026-07-26T02:33:53+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,108,28,25,0.2315,0,80,4.3799,21395726,342379,102927
94c92702f79e,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T01:18:37+00:00,2026-07-26T01:18:37+00:00,2026-07-26T01:23:29+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,80,0,0,0,0,80,0.1382,425649,17006,22662.2
c6f0e1363762,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-25T02:58:08+00:00,2026-07-25T02:58:08+00:00,2026-07-25T03:43:20+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,64,0,0,0,32,32,0.1167,357762,14869,86514.5
7ee9c2e6cc67,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-25T02:47:30+00:00,2026-07-25T02:47:30+00:00,2026-07-25T02:57:32+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,4,3,1,0.25,0,1,0.4055,2150803,24081,596.7
2727a7fc10f4,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-25T02:35:02+00:00,2026-07-25T02:35:02+00:00,2026-07-25T02:38:00+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,1,0,0,0,0,1,0.0012,2457,224,172.3
37bf4a30b323,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T23:43:20+00:00,2026-07-24T23:43:20+00:00,2026-07-24T23:56:17+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,85,5,4,0.0471,0,80,1.8827,8577686,169773,61540.8
df9b23841479,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T23:16:17+00:00,2026-07-24T23:16:17+00:00,2026-07-24T23:37:47+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,87,55,29,0.3333,0,32,5.3419,24252039,513368,41067.5
5975f777f73b,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T23:12:37+00:00,2026-07-24T23:12:37+00:00,2026-07-24T23:13:59+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,8,0,0,0,0,8,0.1592,665219,15707,613.7
0f63cf19b890,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T22:33:24+00:00,2026-07-24T22:33:24+00:00,2026-07-24T23:05:17+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,10,10,4,0.4,0,0,1.1143,5483194,88952,1907.4
7d437c318804,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T20:16:19+00:00,2026-07-24T20:16:19+00:00,2026-07-24T21:01:59+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,128,128,62,0.4844,0,0,11.411,54030334,1010112,68265.3
eb9e5e546f11,swebench-verified · mini-swe-agent · glm,2026-07-24T19:36:30+00:00,2026-07-24T19:36:30+00:00,2026-07-24T20:00:00+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,6,0.6,0,0,1.1085,5446385,89354,1404.4
a96ab2656ca8,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T19:34:35+00:00,2026-07-24T19:34:35+00:00,2026-07-24T20:02:21+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,108,84,42,0.3889,0,24,7.8015,36929359,684307,39774.4
478d86deb705,swebench-verified · mini-swe-agent · glm,2026-07-24T19:07:50+00:00,2026-07-24T19:07:50+00:00,2026-07-24T19:35:54+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,6,0.6,0,0,1.1645,5659318,96761,1677.8
7476bf1ef1b9,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T19:06:23+00:00,2026-07-24T19:06:23+00:00,2026-07-24T19:33:38+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,84,68,39,0.4643,0,16,6.9835,33910996,572308,25991
fe49beef021f,swebench-verified · mini-swe-agent · glm,2026-07-24T18:03:58+00:00,2026-07-24T18:03:58+00:00,2026-07-24T18:27:12+00:00,complete,False,mini-swe-agent,glm,e2b,python,swebench-verified,1.0,10,10,3,0.3,0,0,1.1274,5222813,106531,1388.4
ac2504555280,swebench-verified · mini-swe-agent · glm-5.2,2026-07-24T18:00:10+00:00,2026-07-24T18:00:10+00:00,2026-07-24T18:10:57+00:00,complete,False,mini-swe-agent,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,32,32,19,0.5938,0,0,3.4907,17142550,281843,6112.3
