task_name,task_checksum,harnesses_tried,attempts,graded_attempts,successful_attempts,best_accuracy_rate,accuracy_winner_harnesses,accuracy_winner_samples,solved_by_harnesses,lowest_success_tokens,token_winner_harness,token_winner_variant,token_winner_job,lowest_success_cost_usd,cost_winner_harness,cost_winner_variant,cost_winner_job,fastest_success_seconds,time_winner_harness,time_winner_variant,time_winner_job
instance_flipt-io__flipt-b22f5f02e40b225b6b93fff472914973422e97c6,43e587578c4ebd61f853ccf19b287d0805de8de2245f4fdc574873aaec4f2203,claude-code; mini-swe-agent; mini-swe-agent-pypi,9,9,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/6; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,718707,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.6453,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,514.1,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_flipt-io__flipt-b2393f07d893024ab1e47ea2081e0289e1f9d56f,5313c594a0b6196764f820106538da4cab1471f35a2c06763e1e027441b7ecde,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent; mini-swe-agent-pypi,claude-code 1/2; mini-swe-agent 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent; mini-swe-agent-pypi,2821737,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,0.4804,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,753.7,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6
instance_flipt-io__flipt-b2cd6a6dd73ca91b519015fd5924fde8d17f3f06,f0bf7a3f18ceb1f683eed982a11cff00fac9dec1bd0b0fdfe1320404c117f860,claude-code; mini-swe-agent; mini-swe-agent-pypi; pi,11,10,1,1.0,claude-code,claude-code 1/6,claude-code,2162870,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,55b03f849574,2.3338,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,55b03f849574,1103.8,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,55b03f849574
instance_flipt-io__flipt-b3cd920bbb25e01fdb2dab66a5a913363bc62f6c,f17e426f9ef323e960a98a56df612d9ccab27a012072f5466f61ba53df4fe34d,claude-code; mini-swe-agent; mini-swe-agent-pypi,4,4,0,0.0,,,,,,,,,,,,,,,
instance_flipt-io__flipt-b433bd05ce405837804693bebd5f4b88d87133c8,7138f13adc576986d4e9df6b2654b47bee7c15189aaf656fb9872879e0a226f3,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,mini-swe-agent; mini-swe-agent-pypi,mini-swe-agent 1/2; mini-swe-agent-pypi 1/1,mini-swe-agent; mini-swe-agent-pypi,3498668,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,0.5837,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,637,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6
instance_flipt-io__flipt-b4bb5e13006a729bc0eed8fe6ea18cff54acdacb,b4ff5c029f8d041f2efb1abeeb03a97131875a963f427ea98ee5a3ed303f71b3,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,3,1.0,claude-code; mini-swe-agent; mini-swe-agent-pypi,claude-code 1/4; mini-swe-agent 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent; mini-swe-agent-pypi,1969137,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428,0.4889,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,631.9,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6
instance_flipt-io__flipt-b68b8960b8a08540d5198d78c665a7eb0bea4008,c6390cbc4f0160412af044f5236e9a6b6aa41d91d5bfdeb041d5aaf3bb979d6f,claude-code; codex; mini-swe-agent; mini-swe-agent-pypi; opencode; pi,41,32,1,1.0,claude-code,claude-code 1/16,claude-code,3154922,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,2.5042,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,2030.1,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_flipt-io__flipt-b6cef5cdc0daff3ee99e5974ed60a1dc6b4b0d67,d6cc1cbbb6cc33a6cf691bc3bf864e54a95e3530cce6c706b4643452ad29ff5f,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,0,0.0,,,,,,,,,,,,,,,
instance_flipt-io__flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0,ccc39a124c96bd831278b216226e899c7ca08a27203cb46ea7a8ab6eaeabd3ef,claude-code; mini-swe-agent; mini-swe-agent-pypi,9,9,5,1.0,claude-code; mini-swe-agent; mini-swe-agent-pypi,claude-code 3/6; mini-swe-agent 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent; mini-swe-agent-pypi,1350699,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,0.2347,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,403.4,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428
instance_flipt-io__flipt-c154dd1a3590954dfd3b901555fc6267f646a289,55b6dd258136b6929e56f2f2ab44178c7fcf30ae0b725bd4b952d433017fc145,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,6,1,1.0,claude-code,claude-code 1/3,claude-code,2121569,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1.9808,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,602.2,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_flipt-io__flipt-c1728053367c753688f114ec26e703c8fdeda125,ca59dab81399c76040a4fb2de83410781518e12ee662a6db33c9cb0e56969fd4,claude-code; mini-swe-agent; mini-swe-agent-pypi,4,4,1,1.0,claude-code,claude-code 1/2,claude-code,1750561,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8,1.7615,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8,563.5,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8
instance_flipt-io__flipt-c188284ff0c094a4ee281afebebd849555ebee59,0b142d13c7c332655096e6d8a0c14cdf4ffb89a65033f5a1c92e9410599c2fe7,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/2,claude-code,5703405,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,4.8365,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1176.7,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_flipt-io__flipt-c1fd7a81ef9f23e742501bfb26d914eb683262aa,08ed4a6a48404175a1eaa3da2c9180232ce4f473382a88007c95e3fdbd8375a6,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,0,0.0,,,,,,,,,,,,,,,
instance_flipt-io__flipt-c6a7b1fd933e763b1675281b30077e161fa115a1,e2e805684ab4bedfad321b5dea3dc75ffe6a2c707e0ba557493c43db2385fcd9,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,6,0,0.0,,,,,,,,,,,,,,,
instance_flipt-io__flipt-c8d71ad7ea98d97546f01cce4ccb451dbcf37d3b,ec3fd9df4223e1210bf8a8f7f1b408cb7601ff5c9f6e995c94d338c7f515293f,claude-code; mini-swe-agent; mini-swe-agent-pypi,4,4,0,0.0,,,,,,,,,,,,,,,
instance_flipt-io__flipt-cd18e54a0371fa222304742c6312e9ac37ea86c1,9d5a885c4d5fb75771ec9a1696e0cee3c55febdd67a4c23e01b72838957a5eb6,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,0,0.0,,,,,,,,,,,,,,,
instance_flipt-io__flipt-cd2f3b0a9d4d8b8a6d3d56afab65851ecdc408e8,6b072a74b4d18e6841dc12e539189461ac29ba03979a3db55c700097ae050ca4,claude-code; mini-swe-agent; mini-swe-agent-pypi; pi,12,12,0,0.0,,,,,,,,,,,,,,,
instance_flipt-io__flipt-cf06f4ebfab7fa21eed3e5838592e8e44566957f,8c8918db6a3abd84912f860c9f643a143b1ed6f28abcb20de7478ad1e2a9e288,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,3,1.0,claude-code; mini-swe-agent; mini-swe-agent-pypi,claude-code 1/4; mini-swe-agent 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent; mini-swe-agent-pypi,1589551,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,0.2688,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,370.9,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6
instance_flipt-io__flipt-d966559200183b713cdf3ea5007a7e0ba86a5afb,81f5da3aeb4b886a31f762af507d994b7b1cf7cfbfa27275862f5c0ec9865e03,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,5,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,3141437,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428,0.6629,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,1190.6,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_flipt-io__flipt-dae029cba7cdb98dfb1a6b416c00d324241e6063,7543b4fa55b86979da2f626f77334a33bbf70caa47b500ba0ee5012aae7f4e62,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,6,0,0.0,,,,,,,,,,,,,,,
instance_flipt-io__flipt-db1c3b100e231c62f0c90c2ab037614f20a2a63b,e84e0ae05545a1add01e1e1e7717aea63b132ca0f539a5d3be67a0866f817ee4,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent; mini-swe-agent-pypi,claude-code 1/2; mini-swe-agent 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent; mini-swe-agent-pypi,783047,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.208,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,699.7,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6
instance_flipt-io__flipt-dbe263961b187e1c5d7fe34c65b000985a2da5a0,cbd1365a33b0697136e05b09f2fad2db1b36ca361716a05a8bba5ee5cbba210e,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,6,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/4; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,2489536,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428,0.5443,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,896.9,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428
instance_flipt-io__flipt-e2bd19dafa7166c96b082fb2a59eb54b4be0d778,c1455f42d7d40b447f551fd41b9267de766951e34749239f5fe64ef3227c789a,claude-code; mini-swe-agent; mini-swe-agent-pypi; pi,10,9,1,1.0,claude-code,claude-code 1/6,claude-code,2788940,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,2.7509,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1275.8,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_flipt-io__flipt-e42da21a07a5ae35835ec54f74004ebd58713874,ee6dd582cbf55b6f92cab8a88919c1fc5c68edd00870d5d0aa1f7e3afa0c1c63,claude-code; codex; mini-swe-agent; mini-swe-agent-pypi; pi,19,19,4,1.0,claude-code; mini-swe-agent-pypi,claude-code 3/14; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,2091205,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,55b03f849574,0.7863,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,890,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_flipt-io__flipt-e42da21a07a5ae35835ec54f74004ebd58713874,fb80359b86c34b954d650480e02d152018ac5ff64624d1098209d0eece9f6fd7,subconscious-code,1,0,0,0.0,,,,,,,,,,,,,,,
instance_flipt-io__flipt-e50808c03e4b9d25a6a78af9c61a3b1616ea356b,c1d98f9fe890286805544a2187e2b2f61a85d6a454c424443717214b1b05c59d,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/2,claude-code,6733686,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,7.9959,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1896.9,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_flipt-io__flipt-e594593dae52badf80ffd27878d2275c7f0b20e9,742bd5d49e8544492c9f9699d1f4fef769bc5689044400f2fedf836e7e8466e6,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,0,0.0,,,,,,,,,,,,,,,
instance_flipt-io__flipt-e5fe37c379e1eec2dd3492c5737c0be761050b26,6dcc8d27ae3fd52bf141989bc2bfdfae9af3a196e33e885649a651eb34bf7248,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent; mini-swe-agent-pypi,claude-code 1/2; mini-swe-agent 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent; mini-swe-agent-pypi,2070637,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.453,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,747.6,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6
instance_flipt-io__flipt-e88e93990e3ec1e7697754b423decc510d5dd5fe,ec7c3507cc277e579c925cecca490ca46da28e06e55b4942f60699c903b22cef,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent; mini-swe-agent-pypi,claude-code 1/2; mini-swe-agent 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent; mini-swe-agent-pypi,2007901,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,0.3412,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,623.4,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_flipt-io__flipt-e91615cf07966da41756017a7d571f9fc0fdbe80,ace146cba04839fc30ad05a67bf1bc52058a13cda5a6115a9ac711a1bf83d054,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,0,0.0,,,,,,,,,,,,,,,
instance_flipt-io__flipt-ea9a2663b176da329b3f574da2ce2a664fc5b4a1,a41710e64f242ec52a21d165fa318436f87493ea0735874898435cd9276191ed,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,0,0.0,,,,,,,,,,,,,,,
instance_flipt-io__flipt-ebb3f84c74d61eee4d8c6875140b990eee62e146,2e4d1ae82a625b98a76da395d5a816faf61eb6fa80458449d66a068d26b811bb,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,0,0.0,,,,,,,,,,,,,,,
instance_flipt-io__flipt-ee02b164f6728d3227c42671028c67a4afd36918,d0f725a81ec883deda34191547571a3252e7d123f451432ba3b3d9f92d22bde3,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,0,0.0,,,,,,,,,,,,,,,
instance_flipt-io__flipt-f1bc91a1b999656dbdb2495ccb57bf2105b84920,ff6ef8c5a9a46e47d496e2a9a5bb07b849fa7f786b171d6a9ccafe162dafa812,claude-code; mini-swe-agent; mini-swe-agent-pypi,4,4,1,1.0,claude-code,claude-code 1/2,claude-code,2460295,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,3.2331,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,611.1,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_flipt-io__flipt-f36bd61fb1cee4669de1f00e59da462bfeae8765,8c73453eafb08e66ccd20d07f445b91fdf6705fe7454acf90341905124d75896,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,0,0.0,,,,,,,,,,,,,,,
instance_flipt-io__flipt-f743945d599b178293e89e784b3b2374b1026430,231fd834dff40470c1c82a1c7c97cb946034271656344eba60e67c2106e76542,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent; mini-swe-agent-pypi,claude-code 1/2; mini-swe-agent 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent; mini-swe-agent-pypi,2132570,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.3805,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,761.8,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_flipt-io__flipt-f808b4dd6e36b9dc8b011eb26b196f4e2cc64c41,13fe8b39d9ca4a87f5ea32536be9736bbe0775c23f61ba7cb293050b289dc980,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/2,claude-code,2667414,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,2.6274,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,393.2,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_future-architect__vuls-01441351c3407abfc21c48a38e28828e1b504e0c,f5a46fba516330ba8168df10e3a527c5751a92a971760a8e13a298d341790a22,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,894199,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8,0.204,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,430.2,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_future-architect__vuls-030b2e03525d68d74cb749959aac2d7f3fc0effa,e6606ea67cba2969e4871c0976815cbdfcf50f681919516aca0f6827bfba93f4,claude-code; mini-swe-agent; mini-swe-agent-pypi,9,9,4,1.0,claude-code; mini-swe-agent-pypi,claude-code 3/7; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,201921,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.1724,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,183.2,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_future-architect__vuls-030b2e03525d68d74cb749959aac2d7f3fc0effa,c1e5b59339fe40e040a91baa6655b6059e84ef6dd3bf085eee51d969b7f3627b,subconscious-code,1,0,0,0.0,,,,,,,,,,,,,,,
instance_future-architect__vuls-0ec945d0510cdebf92cdd8999f94610772689f14,5eb77762df7b64545cf9930d390c8e5479f1d1f246d918717b368b0052e6cca4,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,3307598,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.5918,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,921.2,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_future-architect__vuls-139f3a81b66c47e6d8f70ce6c4afe7a9196a6ea8,d67c85d77700f37b01e54b71471a7d59c07f2172eb1500ffaf144f4613842214,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,6,2,1.0,claude-code,claude-code 2/4,claude-code,2669651,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,2.4516,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,653.1,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_future-architect__vuls-17ae386d1e185ba742eea4668ca77642e22b54c4,95617dee8e6e20e356dc3d8f625abe35ab17943856469ce65cb4adbab25d33ec,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/5; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,2038036,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428,0.989,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,821.5,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428
instance_future-architect__vuls-1832b4ee3a20177ad313d806983127cb6e53f5cf,cd1d0570ae4a9d3395504bb71e741bf67ff792340b633e284d3a459412f0332e,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1269307,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.3939,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,842.3,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_future-architect__vuls-2923cbc645fbc7a37d50398eb2ab8febda8c3264,5885a5d65f75bf18187d8f7f6e42bb24124072f539b65883fcbd73ac7d18e17a,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code,claude-code 2/3,claude-code,2001965,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,2.6735,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,580.4,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_future-architect__vuls-2c84be80b65d022c262956cd26fc79d8bb2f7010,ad5ae9569867c0e40cd83910173f9979da86e06ea98f66f62fe5a8e399545507,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/5; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1219532,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,25b3305f157b,0.6832,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,509.6,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_future-architect__vuls-36456cb151894964ba1683ce7da5c35ada789970,b9f48b2ea2d85f9f5d76c109238122b49bf031a6d3093353ec00e7daf6f2bba9,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,201921,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.1724,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,183.2,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_future-architect__vuls-3c1489e588dacea455ccf4c352a3b1006902e2d4,5af7d5792a0eb1715a9dd4a25b533d626318749063edfd1ce873b3458d02d587,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,6,2,1.0,claude-code,claude-code 2/4,claude-code,252583,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.2149,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,209.6,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_future-architect__vuls-3f8de0268376e1f0fa6d9d61abb0d9d3d580ea7d,9cff47c521a55ba73b615ac43d79050de71d901962ee1847a76bd269bb739760,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,4438836,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8,0.8035,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,846.2,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_future-architect__vuls-407407d306e9431d6aa0ab566baa6e44e5ba2904,83e07818cf2f4b0c8393590ea2d7d2201dc3a9412057103801fdfec1a117c587,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,2256360,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.5299,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,868.3,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_future-architect__vuls-436341a4a522dc83eb8bddd1164b764c8dd6bc45,b5c1a19464763be82629fad7c1aa951446ea986987443c9e3995f1d935c4bac2,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,6,2,1.0,claude-code,claude-code 2/4,claude-code,2478627,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,2.1276,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,517,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_future-architect__vuls-457a3a9627fb9a0800d0aecf1d4713fb634a9011,dbdddcebabe01950c1bfdf3ea5bfed4a0577609590dbd8189cf972ce1168824a,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/3,claude-code,2001965,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,2.6735,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,639.3,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_future-architect__vuls-4a72295de7b91faa59d90a5bee91535bbe76755d,1f207ce3ad3b1bb2b6cfc9389131fec51b5edd2ea521eef8c49754bc2a523528,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1062651,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.7371,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,635.6,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
