canonical_task_id,trial_name,job_id,job_name,job_created_at,job_status,job_imported,harness,model,environment,harbor_runtime,dataset,dataset_version,trial_status,reward,resolved,duration_seconds,agent_exec_seconds,cost_usd,n_input_tokens,n_cache_tokens,n_output_tokens,n_total_tokens,output_tok_s,error_class,error
django__django-11333,django__django-11333__QS6daak,0ad8b0b71b84,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-02T19:17:49+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,1,True,159.4,132,0.0543,231865,222336,6046,237911,45.8,,
django__django-11333,django__django-11333__8g8GRZD,8aad8a2df358,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-02T19:39:55+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,1,True,248,215.5,0.0444,193207,183552,4646,197853,21.6,,
django__django-11333,django__django-11333__mXwGeg5,4dc3cca18ba9,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-02T20:01:37+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,1,True,658.8,614.3,0.0758,349069,336256,7180,356249,11.7,,
django__django-11333,django__django-11333__w9PLRgW,50cd0ceee430,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-02T20:37:56+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,1240,1233.8,0.0714,246152,237888,11075,257227,9,,CancelledError
django__django-11333,django__django-11333__R5dLonY,b9c30885cd9e,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-02T20:59:46+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,1,True,366.6,329.7,0.0764,368444,350720,6145,374589,18.6,,
django__django-11333,django__django-11333__B3n7wFL,c217e5f2025d,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-02T21:25:53+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,1,True,439.7,412.1,0.1159,553330,537344,10173,563503,24.7,,
django__django-11333,django__django-11333__Hd3iG9E,bc6cc90d9961,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-03T18:28:04+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,1,True,964.4,931.8,0.1282,481484,470208,18093,499577,19.4,,
django__django-11333,django__django-11333__U6NogBH,084529a5ade8,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-03T18:53:56+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,1,True,502.3,456.6,0.0483,206336,197632,5362,211698,11.7,,
django__django-11333,django__django-11333__wkwMeYE,327e47460ed3,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-03T19:24:17+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,1,True,632.8,603.6,0.1917,969125,947008,14337,983462,23.8,,
django__django-11333,django__django-11333__jNoYnWR,3b0d9e4aa0e4,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-17T17:57:45+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,1,True,1600.5,1541.6,0.2188,1107927,1084096,16354,1124281,10.6,,
django__django-11333,django__django-11333__wRdnqr2,5d9ed1233870,swebench-verified · mini-swe-agent · glm-gcp1,2026-08-17T18:30:25+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,1,True,1114.7,1047.2,0.0659,291172,281408,6931,298103,6.6,,
django__django-11333,django__django-11333__iHTCiLw,e668ec27414c,swebench-verified · mini-swe-agent · glm-gcp1n,2026-08-21T22:17:04+00:00,cancelled,False,mini-swe-agent,glm-gcp1n,e2b,python,swebench-verified,1.0,errored,0,False,44.4,14.3,,,,,,,unknown,NonZeroAgentExitCodeError
django__django-11333,django__django-11333__J9j5hig,1d4355e54894,swebench-verified · claude-code · subconscious/glm-5.2 · Aug 23 16:22,2026-08-23T16:22:52Z,complete,False,claude-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,103.3,61.1,2.8338,872817,348160,1459,874276,23.9,,
django__django-11333,django__django-11333__ZeWf9mi,d2cf5ec25625,swebench-verified · mini-swe-agent · subconscious/glm-5.2 · Aug 23 16:22,2026-08-23T16:22:56Z,complete,False,mini-swe-agent,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,371.2,333.1,0.1157,530474,514176,11223,541697,33.7,,
django__django-11333,django__django-11333__wt4YUeD,b1a03feecef5,swebench-verified · codex · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:01Z,complete,False,codex,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,239.4,193.5,,557739,532928,3817,561556,19.7,,
django__django-11333,django__django-11333__bVfYbfU,c57b386851fd,swebench-verified · opencode · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:05Z,complete,False,opencode,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,285.5,228.3,,757520,744384,5169,762689,22.6,,
django__django-11333,django__django-11333__jsqCKvV,ac02f4ca2ef4,swebench-verified · pi · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:10Z,complete,False,pi,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,417.3,363.7,,728973,715456,11751,740724,32.3,,
django__django-11333,django__django-11333__2JFm8sz,63518ecf1697,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 23 16:23,2026-08-23T16:23:14Z,complete,False,subconscious-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,527,456.4,,330688,294208,15826,346514,34.7,,
django__django-11333,django__django-11333__e9bdda0,1970c693b4a5,swebench-verified · claude-code · subconscious/glm-5.2 · Aug 24 11:15,2026-08-24T11:15:23Z,cancelled,False,claude-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,252,191.9,5.7806,2852637,992256,8112,2860749,42.3,,
django__django-11333,django__django-11333__kpqtq8g,0017241088a1,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 24 11:15,2026-08-24T11:15:45Z,cancelled,False,subconscious-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,100.3,74.8,,93700,86464,1688,95388,22.6,,
django__django-11333,django__django-11333__b7ea776,a68304ea3a4a,swebench-verified · codex · subconscious/glm-5.2 · Aug 24 11:37,2026-08-24T11:37:23Z,cancelled,False,codex,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,394,350.1,,699897,672128,6714,706611,19.2,,
django__django-11333,django__django-11333__66501a8,af13177a2de2,swebench-verified · subconscious-code · tim-qwen3.6-27b,2026-08-24T16:34:18.290312292Z,complete,False,subconscious-code,openai/subconscious/tim-qwen3.6-27b,e2b,python,swebench-verified,1.0,completed,1,True,444.4,422.2,,301403,282099,9607,311010,22.8,,
django__django-11333,django__django-11333__0630168,472ee1f9d42c,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 25 12:05,2026-08-25T12:05:17Z,complete,False,subconscious-code,subconscious/glm-5.2,e2b,python,swebench-verified,1.0,completed,1,True,109.9,87.1,,245363,232832,5279,250642,60.6,,
django__django-11333,django__django-11333__48483c7,187f0c30fc5f,swebench-verified · subconscious-code · subconscious/glm-5.2 · Aug 25 18:38,2026-08-25T18:38:49Z,failed,False,subconscious-code,subconscious/glm-5.2,e2b,go,swebench-verified,1.0,completed,1,True,97.2,72.1,,91407,87872,1930,93337,26.8,,
django__django-11400,django__django-11400__dp694DZ,63ca9a349e63,swebench-verified · claude-code · glm-5.2,2026-07-03T20:26:56+00:00,complete,False,claude-code,subconscious/glm-5.2,daytona,python,swebench-verified,1.0,errored,0,False,233.8,188.1,0,0,0,0,0,0,unknown,NonZeroAgentExitCodeError
django__django-11400,django__django-11400__UhAShmv,342213796bd4,swebench-verified · mini-swe-agent · glm-5.2,2026-07-04T11:26:38+00:00,complete,False,mini-swe-agent,subconscious/glm-5.2,daytona,python,swebench-verified,1.0,errored,0,False,325.1,278.2,0,0,0,0,0,0,unknown,NonZeroAgentExitCodeError
django__django-11400,django__django-11400__Cgsk7Pq,75919ad94f7b,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-22T22:27:50+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,292.3,186.9,0.0517,321854,309632,11799,333653,63.1,,
django__django-11400,django__django-11400__Ue8tWnS,1ca7fbb59d90,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-23T00:37:07+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,332,295.5,0.0624,382117,363776,8374,390491,28.3,,
django__django-11400,django__django-11400__uiEXsK6,e46cec82346a,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-23T01:40:12+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,770.8,723.7,0.2097,1105389,1078784,14962,1120351,20.7,,
django__django-11400,django__django-11400__FepjfnW,38b024d751d5,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-23T02:29:45+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,865.9,819.9,0.0977,551961,532352,12176,564137,14.9,,
django__django-11400,django__django-11400__B3dXofL,63de82d659e0,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-23T03:15:52+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,183,141.2,0.015,21967,18496,3718,25685,26.3,,
django__django-11400,django__django-11400__btTpCxk,ffc0bf645fec,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-23T04:07:28+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,599.4,554.4,0.1145,545828,528192,9990,555818,18,,
django__django-11400,django__django-11400__immkGVY,c9f3260092d5,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-23T04:51:50+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,1267.3,1231.1,0.284,1347772,1321088,25954,1373726,21.1,,
django__django-11400,django__django-11400__7BEouiq,fdcf167f39a0,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-23T06:56:55+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,324.8,272.5,0.0476,139379,127680,8329,147708,30.6,,
django__django-11400,django__django-11400__R34LZjZ,864828db70f4,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-23T13:01:50+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,558,494.8,0.0579,154118,147456,11271,165389,22.8,,
django__django-11400,django__django-11400__FxeQb4i,330c86328bed,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-23T13:46:06+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,1063.8,1012.6,0.2812,1490560,1463360,17839,1508399,17.6,,
django__django-11400,django__django-11400__HJogn37,e91bc1bf4b3c,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-23T18:31:07+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,407.1,366.2,0.0602,220352,209664,8506,228858,23.2,,
django__django-11400,django__django-11400__2WVHNZe,ffb8f9628d82,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-23T19:35:30+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,874,698.4,0.0919,357805,341120,11906,369711,17,,
django__django-11400,django__django-11400__Q5sPjPR,2e6788f03bbf,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-23T22:23:01+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,737,687.5,0.1143,494767,474048,12334,507101,17.9,,
django__django-11400,django__django-11400__EomkBkf,37b4ca56d929,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-23T23:24:23+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,1058.6,1034.5,0.1003,383326,369088,13549,396875,13.1,,CancelledError
django__django-11400,django__django-11400__2qn9FZJ,285868b1efc7,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-23T23:57:36+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,1285.4,1263.2,0.1242,595695,575168,10577,606272,8.4,,CancelledError
django__django-11400,django__django-11400__P6LBiys,cfe4b60a18bf,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T00:42:51+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,638.8,583.2,0.0301,79041,71680,5727,84768,9.8,,
django__django-11400,django__django-11400__iR3Ug38,9176be52809e,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T01:14:16+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,1321.5,1290.8,0.1001,449188,433664,10121,459309,7.8,,CancelledError
django__django-11400,django__django-11400__4hVCZe6,2a73c1161bdf,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T01:46:48+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,758.8,730.8,0.0167,51663,46272,2718,54381,3.7,,CancelledError
django__django-11400,django__django-11400__UwqfhSD,bfb0b7a7447a,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T02:17:46+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,726.6,692,0.0194,71188,59520,2335,73523,3.4,,CancelledError
django__django-11400,django__django-11400__6WR4KKK,303ceb4d2652,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T02:54:31+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,402.4,378.8,0.0148,31759,27072,3116,34875,8.2,,CancelledError
django__django-11400,django__django-11400__seSnxxG,1c623cd0424b,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T03:18:54+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,669.8,642.5,0.0403,181745,172032,3849,185594,6,,CancelledError
django__django-11400,django__django-11400__KUHwZR7,83139f08427e,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T03:42:24+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,716.8,660.9,0.0303,69481,65024,6391,75872,9.7,,
django__django-11400,django__django-11400__GDxVYhk,d77d9ada2f77,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T04:16:42+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,531.2,496.9,0.017,62557,54976,2148,64705,4.3,,CancelledError
django__django-11400,django__django-11400__dRkCAPX,d73f21f1dfe4,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T04:40:26+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,1122,1101.1,0.1123,431878,416320,15045,446923,13.7,,CancelledError
django__django-11400,django__django-11400__tjyUXFv,2df2aa8cb3c9,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T05:22:53+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,170.9,139,0.0086,21563,17920,1622,23185,11.7,,CancelledError
django__django-11400,django__django-11400__nxTwbD3,459945a3f0e2,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T14:39:52+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,29.2,5.5,,,,,,,,CancelledError
django__django-11400,django__django-11400__JVeRDEi,8e70d898355f,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T15:04:34+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,92.8,69.9,0.0076,17608,13568,1451,19059,20.7,,CancelledError
django__django-11400,django__django-11400__85s5zJk,a96ab2656ca8,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T19:34:35+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,374.1,326.3,0.0709,325155,309440,6605,331760,20.2,,CancelledError
django__django-11400,django__django-11400__RndhJn7,7d437c318804,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T20:16:19+00:00,complete,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,985.9,954.4,0.2043,1019540,997952,16058,1035598,16.8,,
django__django-11400,django__django-11400__yMj86Bz,df9b23841479,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-24T23:16:17+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,62.8,53.7,0.003,9823,7296,394,10217,7.3,,CancelledError
django__django-11400,django__django-11400__PuGdp7e,560eabb7e741,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T02:12:18+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,624.3,599.5,,,,,,,,CancelledError
django__django-11400,django__django-11400__chWeqCj,ee0ff7171c48,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T02:57:06+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,727.3,704.9,0.0259,67994,62336,4949,72943,7,,CancelledError
django__django-11400,django__django-11400__RBuAW7F,0321bc28f8af,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T03:33:09+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,840.2,827.9,0.043,154185,139072,5880,160065,7.1,,CancelledError
django__django-11400,django__django-11400__Qz6PqSb,42bbb96b0fbe,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T04:00:17+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,547.8,528.1,0.0028,9536,7104,340,9876,0.6,,CancelledError
django__django-11400,django__django-11400__TBrxmsc,392a63784e18,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T17:00:16+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,988,921.7,0.0588,157808,145024,11058,168866,12,,
django__django-11400,django__django-11400__Fk3WrT3,005edf6fd99e,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T17:32:20+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,991.8,974,,,,,,,,CancelledError
django__django-11400,django__django-11400__p5pcLZU,d2f7ad90bc14,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T18:13:08+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,1212.3,1204.3,,,,,,,,CancelledError
django__django-11400,django__django-11400__AoLmZ7L,a14b94163e4b,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T18:43:10+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,963.4,955.8,,,,,,,,CancelledError
django__django-11400,django__django-11400__aXnTKwB,bd1d2962974a,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T22:24:28+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,864.7,849.9,0.0666,251446,232832,8694,260140,10.2,,CancelledError
django__django-11400,django__django-11400__HYbu64Z,b04149ee2ddd,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T22:47:14+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,1214.1,1207.7,,,,,,,,CancelledError
django__django-11400,django__django-11400__mVWXMx9,91985bd60eef,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T23:18:14+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,842.2,829.6,0.0718,290803,245568,7120,297923,8.6,,CancelledError
django__django-11400,django__django-11400__HrGJ2Tr,1f0d418d1bed,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-26T23:41:31+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,1228.2,1222.5,0.0762,275724,211072,8392,284116,6.9,,CancelledError
django__django-11400,django__django-11400__d7xrRcn,6d2bcabfb680,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-27T02:13:17+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,33,23.8,0.0018,4463,2496,272,4735,11.4,,CancelledError
django__django-11400,django__django-11400__mVW2Tgj,94d64da13b03,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-27T02:37:52+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,428.6,418.1,0.0476,161880,148608,7117,168997,17,,CancelledError
django__django-11400,django__django-11400__o7qDXkM,ca7e3f2321a0,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-27T03:43:25+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,18.3,11.8,,,,,,,,CancelledError
django__django-11400,django__django-11400__WNuswCK,28659ceaf85f,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-27T04:07:23+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,448.8,400.3,0.0676,282283,268800,7747,290030,19.4,,
django__django-11400,django__django-11400__sE5AZtN,df0715b81842,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-27T05:09:03+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,805.6,789.9,0.0669,297932,282304,6620,304552,8.4,,CancelledError
django__django-11400,django__django-11400__JSG527Q,86fbd11bb67c,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T04:00:01+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,errored,,,3.3,,,,,,,,endpoint_error,RateLimitException
django__django-11400,django__django-11400__q3qEtUV,902f0d217178,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T04:00:58+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,errored,,,2.6,,,,,,,,endpoint_error,RateLimitException
django__django-11400,django__django-11400__9cx8wpd,a08b31a185de,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T04:04:03+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,errored,,,3.2,,,,,,,,endpoint_error,RateLimitException
django__django-11400,django__django-11400__BYF2EtT,0c406a727f39,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T04:04:43+00:00,cancelled,False,mini-swe-agent,glm-gcp1,daytona,python,swebench-verified,1.0,cancelled,,,1183.7,889,0.1054,481431,464512,10207,491638,11.5,,CancelledError
django__django-11400,django__django-11400__WbdZjWP,1d6cd0cdffa9,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T05:44:54+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,14.3,7,,,,,,,,CancelledError
django__django-11400,django__django-11400__5wdjsLB,dae88f26ff8d,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T05:45:24+00:00,cancelled,False,mini-swe-agent,glm-gcp1,daytona,python,swebench-verified,1.0,cancelled,,,58.7,,,,,,,,,CancelledError
django__django-11400,django__django-11400__HEdvX9P,0d6ff97277bd,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T06:02:29+00:00,failed,False,mini-swe-agent,glm-gcp1,daytona,python,swebench-verified,1.0,cancelled,,,512.7,401.1,0.0195,47420,41600,3835,51255,9.6,,CancelledError
django__django-11400,django__django-11400__GVsMQJ5,bcf2c4184dac,swebench-verified · mini-swe-agent · tim-qwen3.6-27b,2026-07-28T18:29:07+00:00,cancelled,False,mini-swe-agent,openai/subconscious/tim-qwen3.6-27b,e2b,python,swebench-verified,1.0,errored,,,3.3,,,,,,,,endpoint_error,RateLimitException
django__django-11400,django__django-11400__b63uSZR,0725fed23375,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T19:31:36+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,494.4,482.4,0.074,295498,279296,9075,304573,18.8,,CancelledError
django__django-11400,django__django-11400__FYctzKS,6cb7ef091614,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-28T20:10:48+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,982.8,968.9,0.0313,94345,85952,5297,99642,5.5,,CancelledError
django__django-11400,django__django-11400__CY93cAn,95b0beedf38d,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T03:37:50+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,475.6,465.6,0.0548,189211,175808,8125,197336,17.5,,CancelledError
django__django-11400,django__django-11400__NeSj4hh,6c955d5fd01a,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T04:02:05+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,803.5,790.6,0.0688,318976,302336,6142,325118,7.8,,CancelledError
django__django-11400,django__django-11400__CHcLEXv,b256075a04e0,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T04:24:57+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,734.4,668.3,0.0187,32467,28800,4442,36909,6.6,,
django__django-11400,django__django-11400__fW3RXj2,e611e638d5df,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T04:56:39+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,808.5,801.3,0.065,268255,253184,7515,275770,9.4,,CancelledError
django__django-11400,django__django-11400__FfHXugo,fa3540fcc1c9,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T05:19:35+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,348.4,339.8,0.0405,139216,127680,5976,145192,17.6,,CancelledError
django__django-11400,django__django-11400__tYbc9Bf,bd3785ec9fe9,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T05:42:45+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,874.1,858.1,0.0551,228097,214464,6296,234393,7.3,,CancelledError
django__django-11400,django__django-11400__DMfrcuj,9df51b218193,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T14:38:18+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,cancelled,,,85.2,77.2,0.0122,28857,25152,2444,31301,31.7,,CancelledError
django__django-11400,django__django-11400__vzepXZV,5ab08affc319,swebench-verified · mini-swe-agent · glm-gcp1,2026-07-29T15:34:34+00:00,cancelled,False,mini-swe-agent,glm-gcp1,e2b,python,swebench-verified,1.0,completed,0,False,722.3,675.2,0.0285,55129,49920,6483,61612,9.6,,
